n,m,density,weight_min,weight_max,cycle_val,greedy_val,UB_val,cycle_time,greedy_time,greedy_better
50,367,0.3,10,50,239.0,358.0,,0.0023693,0.0133885,True
50,367,0.3,10,50,180.0,261.0,,0.0022626,0.0097525,True
50,367,0.3,10,50,183.0,396.0,,0.0024403,0.0082624,True
50,367,0.3,10,50,166.0,303.0,,0.0053657,0.0188094,True
50,367,0.3,10,50,143.0,364.0,,0.0035138,0.0086306,True
50,367,0.3,10,50,199.0,324.0,,0.0030185,0.0115735,True
50,367,0.3,10,50,171.0,320.0,,0.0055964,0.0214836,True
50,367,0.3,10,50,128.0,343.0,,0.0053234,0.0180902,True
50,367,0.3,10,50,167.0,290.0,,0.0073318,0.0181083,True
50,490,0.4,1,5,45.0,40.0,,0.0033802,0.0091185,False
50,490,0.4,1,5,48.0,45.0,,0.0051354,0.0166377,False
50,490,0.4,1,5,42.0,37.0,,0.0033091,0.0110956,False
50,490,0.4,1,5,44.0,44.0,,0.0073969,0.0197607,False
50,490,0.4,1,5,51.0,53.0,,0.005244,0.0190528,True
50,490,0.4,1,5,44.0,52.0,,0.0053063,0.0190661,True
50,490,0.4,1,5,40.0,44.0,,0.0076219,0.0176487,True
50,490,0.4,1,5,34.0,50.0,,0.0051895,0.0176606,True
50,490,0.4,1,5,31.0,42.0,,0.0054395,0.0200895,True
50,490,0.4,1,5,55.0,40.0,,0.0053901,0.0214716,False
50,490,0.4,1,5,45.0,37.0,,0.0056285,0.0109005,False
50,490,0.4,1,5,45.0,46.0,,0.0051973,0.0154282,True
50,490,0.4,1,5,45.0,39.0,,0.0028561,0.0085899,False
50,490,0.4,1,5,47.0,35.0,,0.0025086,0.0077237,False
50,490,0.4,1,5,43.0,46.0,,0.0022744,0.007692,True
50,490,0.4,5,10,82.0,113.0,,0.0062247,0.0157172,True
50,490,0.4,5,10,78.0,110.0,,0.00347,0.0080277,True
50,490,0.4,5,10,96.0,117.0,,0.0064949,0.0146651,True
50,490,0.4,5,10,57.0,127.0,,0.0041368,0.0095866,True
50,490,0.4,5,10,116.0,111.0,,0.0054298,0.0104593,False
50,490,0.4,5,10,112.0,103.0,,0.0036798,0.0089686,False
50,490,0.4,5,10,74.0,115.0,,0.0086489,0.0136463,True
50,490,0.4,5,10,64.0,109.0,,0.006249,0.0213799,True
50,490,0.4,5,10,81.0,127.0,,0.0045693,0.0115693,True
50,490,0.4,5,10,81.0,106.0,,0.0026543,0.0113604,True
50,490,0.4,5,10,88.0,135.0,,0.0034747,0.0094404,True
50,490,0.4,5,10,109.0,127.0,,0.0060074,0.0182081,True
50,490,0.4,5,10,84.0,133.0,,0.0054254,0.01767,True
50,490,0.4,5,10,100.0,119.0,,0.0044928,0.0154981,True
50,490,0.4,5,10,77.0,104.0,,0.006146,0.0079925,True
50,490,0.4,10,50,178.0,351.0,,0.006879,0.0187298,True
50,490,0.4,10,50,256.0,384.0,,0.0075043,0.0117619,True
50,490,0.4,10,50,311.0,342.0,,0.0084489,0.0210163,True
50,490,0.4,10,50,323.0,429.0,,0.0046668,0.008229,True
50,490,0.4,10,50,294.0,450.0,,0.0056339,0.0117513,True
50,490,0.4,10,50,287.0,429.0,,0.0060732,0.0080542,True
50,490,0.4,10,50,249.0,366.0,,0.005282,0.0118626,True
50,490,0.4,10,50,281.0,357.0,,0.005218,0.0108901,True
50,490,0.4,10,50,313.0,425.0,,0.00406,0.0104936,True
50,490,0.4,10,50,296.0,484.0,,0.0031771,0.0199394,True
50,490,0.4,10,50,190.0,425.0,,0.0030127,0.009416,True
50,490,0.4,10,50,240.0,392.0,,0.0072368,0.0213536,True
50,490,0.4,10,50,233.0,431.0,,0.0069851,0.0162423,True
50,490,0.4,10,50,222.0,330.0,,0.0053435,0.0124413,True
50,490,0.4,10,50,255.0,430.0,,0.004411,0.0115043,True
50,735,0.6,1,5,67.0,53.0,,0.008168,0.0239185,False
50,735,0.6,1,5,67.0,49.0,,0.0064671,0.019664,False
50,735,0.6,1,5,76.0,53.0,,0.0068395,0.0194362,False
50,735,0.6,1,5,69.0,61.0,,0.008312,0.0229906,False
50,735,0.6,1,5,73.0,57.0,,0.0075559,0.0146223,False
50,735,0.6,1,5,73.0,59.0,,0.0086943,0.0252247,False
50,735,0.6,1,5,76.0,57.0,,0.0082688,0.034564,False
50,735,0.6,1,5,75.0,61.0,,0.0042453,0.0130176,False
50,735,0.6,1,5,79.0,57.0,,0.005474,0.0128448,False
50,735,0.6,1,5,62.0,54.0,,0.0035565,0.0112794,False
50,735,0.6,1,5,71.0,54.0,,0.0035016,0.0146268,False
50,735,0.6,1,5,72.0,52.0,,0.0035272,0.0100841,False
50,735,0.6,1,5,78.0,56.0,,0.0075661,0.0293854,False
50,735,0.6,1,5,76.0,62.0,,0.0073272,0.022353,False
50,735,0.6,1,5,71.0,54.0,,0.0076524,0.0263258,False
50,735,0.6,5,10,132.0,137.0,,0.0079873,0.0148844,True
50,735,0.6,5,10,122.0,144.0,,0.0082258,0.0248771,True
50,735,0.6,5,10,115.0,150.0,,0.0094897,0.0324227,True
50,735,0.6,5,10,138.0,133.0,,0.0052491,0.0107188,False
50,735,0.6,5,10,126.0,136.0,,0.0042394,0.011428,True
50,735,0.6,5,10,160.0,142.0,,0.0039097,0.0153248,False
50,735,0.6,5,10,120.0,134.0,,0.0040996,0.0115207,True
50,735,0.6,5,10,121.0,137.0,,0.003691,0.0118526,True
50,735,0.6,5,10,104.0,146.0,,0.0037168,0.0115078,True
50,735,0.6,5,10,129.0,134.0,,0.0036403,0.0104589,True
50,735,0.6,5,10,131.0,146.0,,0.0034908,0.0121837,True
50,735,0.6,5,10,151.0,138.0,,0.0094142,0.0155747,False
50,735,0.6,5,10,159.0,136.0,,0.0088146,0.0282392,False
50,735,0.6,5,10,159.0,133.0,,0.0083236,0.0222484,False
50,735,0.6,5,10,136.0,142.0,,0.0078522,0.0173483,True
50,735,0.6,10,50,518.0,472.0,,0.0091083,0.0182862,False
50,735,0.6,10,50,471.0,472.0,,0.0112468,0.0131012,True
50,735,0.6,10,50,445.0,530.0,,0.0045028,0.011847,True
50,735,0.6,10,50,385.0,547.0,,0.0104665,0.0222605,True
50,735,0.6,10,50,359.0,544.0,,0.0109175,0.0270843,True
50,735,0.6,10,50,447.0,522.0,,0.0079722,0.0149494,True
50,735,0.6,10,50,282.0,531.0,,0.0064417,0.0146236,True
50,735,0.6,10,50,341.0,525.0,,0.0099096,0.0148053,True
50,735,0.6,10,50,472.0,522.0,,0.0075792,0.015722,True
50,735,0.6,10,50,508.0,556.0,,0.0043657,0.0104647,True
50,735,0.6,10,50,408.0,485.0,,0.0102049,0.0171085,True
50,735,0.6,10,50,506.0,501.0,,0.0101699,0.0155606,False
50,735,0.6,10,50,431.0,514.0,,0.0079296,0.0168686,True
50,735,0.6,10,50,431.0,461.0,,0.0055118,0.0132287,True
50,735,0.6,10,50,393.0,534.0,,0.0059746,0.0180077,True
60,177,0.1,1,5,8.0,19.0,,0.0010215,0.0041481,True
60,177,0.1,1,5,6.0,14.0,,0.0022366,0.0069535,True
60,177,0.1,1,5,21.0,9.0,,0.0023551,0.0072317,False
60,177,0.1,1,5,15.0,17.0,,0.0021514,0.0072901,True
60,177,0.1,1,5,8.0,16.0,,0.00229,0.0062361,True
60,177,0.1,1,5,13.0,15.0,,0.003088,0.0052931,True
60,177,0.1,1,5,12.0,16.0,,0.0012981,0.0034595,True
60,177,0.1,1,5,6.0,19.0,,0.0021209,0.0040133,True
60,177,0.1,1,5,4.0,17.0,,0.0019544,0.0073233,True
60,177,0.1,1,5,9.0,22.0,,0.001072,0.0035359,True
60,177,0.1,1,5,11.0,12.0,,0.0009899,0.0031985,True
60,177,0.1,1,5,11.0,18.0,,0.0012673,0.0074751,True
60,177,0.1,1,5,19.0,12.0,,0.0017169,0.0040532,False
60,177,0.1,1,5,9.0,14.0,,0.0012478,0.0070908,True
60,177,0.1,1,5,9.0,8.0,,0.0016765,0.0037247,False
60,177,0.1,5,10,19.0,58.0,,0.0010697,0.0056838,True
60,177,0.1,5,10,23.0,43.0,,0.0012154,0.004796,True
60,177,0.1,5,10,11.0,31.0,,0.0020241,0.0051568,True
60,177,0.1,5,10,20.0,47.0,,0.0018635,0.0080434,True
60,177,0.1,5,10,16.0,37.0,,0.0019158,0.006724,True
60,177,0.1,5,10,12.0,40.0,,0.0021512,0.0049357,True
60,177,0.1,5,10,22.0,39.0,,0.0019879,0.0042541,True
60,177,0.1,5,10,13.0,46.0,,0.0010356,0.0036378,True
60,177,0.1,5,10,28.0,43.0,,0.0019505,0.0035946,True
60,177,0.1,5,10,21.0,57.0,,0.0017052,0.0042291,True
60,177,0.1,5,10,21.0,37.0,,0.0017105,0.0044305,True
60,177,0.1,5,10,23.0,42.0,,0.0024843,0.0074081,True
60,177,0.1,5,10,22.0,33.0,,0.0023803,0.0052935,True
60,177,0.1,5,10,28.0,30.0,,0.0011511,0.0037075,True
60,177,0.1,5,10,25.0,35.0,,0.0014538,0.0060222,True
60,177,0.1,10,50,49.0,182.0,,0.0015966,0.0051243,True
60,177,0.1,10,50,77.0,107.0,,0.0013141,0.0046766,True
60,177,0.1,10,50,65.0,124.0,,0.0031483,0.0139283,True
60,177,0.1,10,50,46.0,153.0,,0.0039175,0.0129086,True
60,177,0.1,10,50,19.0,252.0,,0.0027972,0.0109446,True
60,177,0.1,10,50,63.0,130.0,,0.002548,0.0092737,True
60,177,0.1,10,50,44.0,128.0,,0.0020759,0.0061615,True
60,177,0.1,10,50,56.0,179.0,,0.0051159,0.0060492,True
60,177,0.1,10,50,31.0,125.0,,0.0020279,0.0074012,True
60,177,0.1,10,50,35.0,58.0,,0.0017807,0.0109831,True
60,177,0.1,10,50,81.0,136.0,,0.0028566,0.0102842,True
60,177,0.1,10,50,33.0,160.0,,0.0033411,0.0140426,True
60,177,0.1,10,50,80.0,142.0,,0.0029011,0.0102195,True
60,177,0.1,10,50,73.0,83.0,,0.0014288,0.0132415,True
60,177,0.1,10,50,37.0,179.0,,0.0027725,0.0117676,True
60,265,0.15,1,5,14.0,24.0,,0.0029939,0.0117795,True
60,265,0.15,1,5,13.0,27.0,,0.0029105,0.0122161,True
60,265,0.15,1,5,12.0,27.0,,0.0027424,0.0112219,True
60,265,0.15,1,5,17.0,31.0,,0.0014407,0.0062541,True
60,265,0.15,1,5,23.0,26.0,,0.0018096,0.0053467,True
60,265,0.15,1,5,19.0,17.0,,0.0030079,0.0102071,False
60,265,0.15,1,5,15.0,18.0,,0.003085,0.010602,True
60,265,0.15,1,5,24.0,26.0,,0.0030263,0.0072446,True
60,265,0.15,1,5,20.0,13.0,,0.0019077,0.0069365,False
60,265,0.15,1,5,23.0,15.0,,0.0024197,0.006799,False
60,265,0.15,1,5,27.0,32.0,,0.0020271,0.006574,True
60,265,0.15,1,5,24.0,27.0,,0.0019013,0.0076215,True
60,265,0.15,1,5,13.0,17.0,,0.0024542,0.0074463,True
60,265,0.15,1,5,16.0,28.0,,0.0017823,0.007141,True
60,265,0.15,1,5,19.0,16.0,,0.0020151,0.0065417,False
60,265,0.15,5,10,52.0,68.0,,0.0024593,0.0077638,True
60,265,0.15,5,10,46.0,59.0,,0.0020226,0.0086303,True
60,265,0.15,5,10,32.0,44.0,,0.0015369,0.0095352,True
60,265,0.15,5,10,37.0,53.0,,0.0014897,0.005758,True
60,265,0.15,5,10,47.0,75.0,,0.0014748,0.0063259,True
60,265,0.15,5,10,25.0,58.0,,0.0030059,0.007985,True
60,265,0.15,5,10,43.0,67.0,,0.0016885,0.0066666,True
60,265,0.15,5,10,28.0,56.0,,0.0014829,0.0055421,True
60,265,0.15,5,10,45.0,65.0,,0.0038483,0.0114601,True
60,265,0.15,5,10,39.0,65.0,,0.0031751,0.0118549,True
60,265,0.15,5,10,32.0,65.0,,0.0032739,0.0126339,True
60,265,0.15,5,10,23.0,53.0,,0.0033994,0.0094312,True
60,265,0.15,5,10,28.0,62.0,,0.0024791,0.008812,True
60,265,0.15,5,10,38.0,54.0,,0.0036955,0.0119083,True
60,265,0.15,5,10,21.0,80.0,,0.0031003,0.0113393,True
60,265,0.15,10,50,78.0,197.0,,0.0041108,0.0170836,True
60,265,0.15,10,50,57.0,179.0,,0.0038983,0.0210164,True
60,265,0.15,10,50,121.0,179.0,,0.0031563,0.0112854,True
60,265,0.15,10,50,61.0,219.0,,0.0046457,0.0233287,True
60,265,0.15,10,50,62.0,223.0,,0.0052056,0.0191879,True
60,265,0.15,10,50,117.0,282.0,,0.0042429,0.022062,True
60,265,0.15,10,50,59.0,213.0,,0.0045679,0.0162714,True
60,265,0.15,10,50,74.0,214.0,,0.0043498,0.0187526,True
60,265,0.15,10,50,113.0,173.0,,0.0025067,0.0096715,True
60,265,0.15,10,50,63.0,210.0,,0.0019063,0.0069823,True
60,265,0.15,10,50,91.0,236.0,,0.0022581,0.0091468,True
60,265,0.15,10,50,125.0,239.0,,0.0045816,0.0176408,True
60,265,0.15,10,50,63.0,211.0,,0.0049623,0.0160454,True
60,265,0.15,10,50,53.0,196.0,,0.0041965,0.0179451,True
60,265,0.15,10,50,150.0,258.0,,0.0042087,0.01672,True
60,354,0.2,1,5,24.0,28.0,,0.0035951,0.0127602,True
60,354,0.2,1,5,30.0,35.0,,0.0039085,0.0105643,True
60,354,0.2,1,5,18.0,28.0,,0.0058175,0.0204492,True
60,354,0.2,1,5,28.0,43.0,,0.0028896,0.0096621,True
60,354,0.2,1,5,34.0,34.0,,0.0021438,0.0066759,False
60,354,0.2,1,5,26.0,43.0,,0.0016827,0.0106218,True
60,354,0.2,1,5,37.0,27.0,,0.0018244,0.0101228,False
60,354,0.2,1,5,19.0,25.0,,0.002124,0.005944,True
60,354,0.2,1,5,28.0,27.0,,0.0018286,0.0060204,False
60,354,0.2,1,5,34.0,31.0,,0.0046859,0.0135031,False
60,354,0.2,1,5,21.0,32.0,,0.0036512,0.0115075,True
60,354,0.2,1,5,36.0,38.0,,0.0040094,0.0099237,True
60,354,0.2,1,5,29.0,30.0,,0.003525,0.0104193,True
60,354,0.2,1,5,24.0,32.0,,0.0039108,0.0140901,True
60,354,0.2,1,5,29.0,28.0,,0.0043634,0.0112,False
60,354,0.2,5,10,31.0,87.0,,0.0038921,0.0093911,True
60,354,0.2,5,10,52.0,73.0,,0.0047294,0.0088803,True
60,354,0.2,5,10,40.0,82.0,,0.0040236,0.0078174,True
60,354,0.2,5,10,47.0,93.0,,0.003887,0.009348,True
60,354,0.2,5,10,57.0,73.0,,0.0042068,0.0132549,True
60,354,0.2,5,10,45.0,79.0,,0.0040145,0.011595,True
60,354,0.2,5,10,33.0,95.0,,0.0041518,0.0127392,True
60,354,0.2,5,10,52.0,71.0,,0.0042529,0.0131111,True
60,354,0.2,5,10,40.0,88.0,,0.0025473,0.010672,True
60,354,0.2,5,10,85.0,85.0,,0.0044987,0.0117787,False
60,354,0.2,5,10,56.0,83.0,,0.0041543,0.0111101,True
60,354,0.2,5,10,59.0,77.0,,0.0043794,0.011764,True
60,354,0.2,5,10,49.0,79.0,,0.0038828,0.0138561,True
60,354,0.2,5,10,31.0,74.0,,0.0038832,0.0110079,True
60,354,0.2,5,10,52.0,102.0,,0.0042145,0.0121293,True
60,354,0.2,10,50,151.0,257.0,,0.0051402,0.0147349,True
60,354,0.2,10,50,76.0,369.0,,0.0041817,0.012197,True
60,354,0.2,10,50,180.0,258.0,,0.0038612,0.0125998,True
60,354,0.2,10,50,145.0,280.0,,0.0054874,0.0149162,True
60,354,0.2,10,50,111.0,271.0,,0.005348,0.012921,True
60,354,0.2,10,50,148.0,289.0,,0.0053046,0.0124494,True
60,354,0.2,10,50,165.0,228.0,,0.0052302,0.0136763,True
60,354,0.2,10,50,156.0,260.0,,0.0047804,0.0101733,True
60,354,0.2,10,50,195.0,334.0,,0.0053014,0.0123524,True
60,354,0.2,10,50,237.0,347.0,,0.0055523,0.0138596,True
60,354,0.2,10,50,111.0,283.0,,0.0053153,0.012675,True
60,354,0.2,10,50,272.0,301.0,,0.0052174,0.0195215,True
60,354,0.2,10,50,90.0,338.0,,0.0039268,0.0103304,True
60,354,0.2,10,50,107.0,240.0,,0.0052252,0.0124428,True
60,354,0.2,10,50,100.0,297.0,,0.0051893,0.0107855,True
60,442,0.25,1,5,37.0,39.0,,0.0046638,0.0127279,True
60,442,0.25,1,5,30.0,41.0,,0.0044074,0.0159644,True
60,442,0.25,1,5,31.0,50.0,,0.0043273,0.0119578,True
60,442,0.25,1,5,31.0,35.0,,0.004822,0.0130861,True
60,442,0.25,1,5,24.0,43.0,,0.0033346,0.014561,True
60,442,0.25,1,5,25.0,28.0,,0.0034806,0.0134144,True
60,442,0.25,1,5,41.0,36.0,,0.00411,0.0137556,False
60,442,0.25,1,5,25.0,33.0,,0.0046793,0.0141166,True
60,442,0.25,1,5,35.0,40.0,,0.0043571,0.0114467,True
60,442,0.25,1,5,34.0,43.0,,0.0046394,0.0096571,True
60,442,0.25,1,5,36.0,27.0,,0.0047109,0.0110604,False
60,442,0.25,1,5,32.0,35.0,,0.0045277,0.0139413,True
60,442,0.25,1,5,38.0,42.0,,0.0047406,0.0101547,True
60,442,0.25,1,5,30.0,41.0,,0.0045437,0.0114596,True
60,442,0.25,1,5,34.0,39.0,,0.0044354,0.0121745,True
60,442,0.25,5,10,64.0,110.0,,0.0049653,0.0107562,True
60,442,0.25,5,10,67.0,133.0,,0.0039248,0.0152563,True
60,442,0.25,5,10,40.0,110.0,,0.0048806,0.0147405,True
60,442,0.25,5,10,53.0,114.0,,0.0049883,0.0105807,True
60,442,0.25,5,10,74.0,100.0,,0.0050076,0.0079749,True
60,442,0.25,5,10,60.0,89.0,,0.0038062,0.0177696,True
60,442,0.25,5,10,70.0,102.0,,0.005104,0.0120676,True
60,442,0.25,5,10,54.0,89.0,,0.0049809,0.0138935,True
60,442,0.25,5,10,69.0,109.0,,0.0049835,0.011435,True
60,442,0.25,5,10,65.0,116.0,,0.0048234,0.0155268,True
60,442,0.25,5,10,64.0,113.0,,0.005125,0.0108693,True
60,442,0.25,5,10,84.0,116.0,,0.0047083,0.0122936,True
60,442,0.25,5,10,38.0,99.0,,0.0048645,0.0132261,True
60,442,0.25,5,10,49.0,94.0,,0.0048889,0.0111011,True
60,442,0.25,5,10,60.0,98.0,,0.0049022,0.0160953,True
60,442,0.25,10,50,292.0,356.0,,0.0069926,0.0166399,True
60,442,0.25,10,50,183.0,310.0,,0.0065705,0.0151773,True
60,442,0.25,10,50,194.0,329.0,,0.0064439,0.0165436,True
60,442,0.25,10,50,170.0,304.0,,0.0050959,0.0193687,True
60,442,0.25,10,50,116.0,336.0,,0.0062263,0.0137181,True
60,442,0.25,10,50,127.0,421.0,,0.0060469,0.0156667,True
60,442,0.25,10,50,139.0,346.0,,0.0060311,0.0190773,True
60,442,0.25,10,50,188.0,343.0,,0.0050146,0.013614,True
60,442,0.25,10,50,197.0,329.0,,0.0049812,0.0125809,True
60,442,0.25,10,50,238.0,343.0,,0.0048132,0.0175056,True
60,442,0.25,10,50,103.0,386.0,,0.006676,0.0171867,True
60,442,0.25,10,50,126.0,394.0,,0.0067141,0.015265,True
60,442,0.25,10,50,179.0,483.0,,0.0079761,0.0122692,True
60,442,0.25,10,50,199.0,322.0,,0.0059552,0.0148161,True
60,442,0.25,10,50,218.0,383.0,,0.0064638,0.0222759,True
60,531,0.3,1,5,50.0,50.0,,0.0058507,0.0111272,False
60,531,0.3,1,5,39.0,34.0,,0.0054109,0.0165203,False
60,531,0.3,1,5,30.0,37.0,,0.0054178,0.0187974,True
60,531,0.3,1,5,57.0,47.0,,0.0055143,0.0111032,False
60,531,0.3,1,5,46.0,39.0,,0.0054827,0.0160252,False
60,531,0.3,1,5,42.0,38.0,,0.004067,0.0180849,False
60,531,0.3,1,5,44.0,37.0,,0.0056452,0.0155433,False
60,531,0.3,1,5,45.0,41.0,,0.0041738,0.0113783,False
60,531,0.3,1,5,47.0,49.0,,0.005626,0.0166779,True
60,531,0.3,1,5,34.0,40.0,,0.0052749,0.0137526,True
60,531,0.3,1,5,37.0,51.0,,0.0057006,0.0148786,True
60,531,0.3,1,5,40.0,34.0,,0.0056428,0.0124948,False
60,531,0.3,1,5,35.0,49.0,,0.0025205,0.0087977,True
60,531,0.3,1,5,32.0,40.0,,0.0042802,0.0089223,True
60,531,0.3,1,5,42.0,47.0,,0.0059647,0.0089588,True
60,531,0.3,5,10,68.0,94.0,,0.0060051,0.0139831,True
60,531,0.3,5,10,63.0,119.0,,0.0058795,0.0075478,True
60,531,0.3,5,10,76.0,105.0,,0.0057039,0.0170332,True
60,531,0.3,5,10,67.0,135.0,,0.0054956,0.0128808,True
60,531,0.3,5,10,96.0,123.0,,0.0045148,0.0104282,True
60,531,0.3,5,10,93.0,109.0,,0.0057152,0.0130849,True
60,531,0.3,5,10,45.0,121.0,,0.0028287,0.0115741,True
60,531,0.3,5,10,90.0,129.0,,0.0057035,0.0152987,True
60,531,0.3,5,10,81.0,115.0,,0.0060129,0.0083096,True
60,531,0.3,5,10,82.0,135.0,,0.0060156,0.0090638,True
60,531,0.3,5,10,80.0,132.0,,0.0046953,0.017323,True
60,531,0.3,5,10,72.0,118.0,,0.0058131,0.0138367,True
60,531,0.3,5,10,90.0,114.0,,0.0045217,0.0139247,True
60,531,0.3,5,10,99.0,128.0,,0.0058712,0.0157424,True
60,531,0.3,5,10,52.0,110.0,,0.0060078,0.0120194,True
60,531,0.3,10,50,222.0,407.0,,0.0075257,0.0135365,True
60,531,0.3,10,50,202.0,448.0,,0.0076415,0.0202063,True
60,531,0.3,10,50,198.0,451.0,,0.0079443,0.0182106,True
60,531,0.3,10,50,201.0,461.0,,0.0076159,0.0139822,True
60,531,0.3,10,50,165.0,403.0,,0.0074367,0.0137331,True
60,531,0.3,10,50,215.0,429.0,,0.0074608,0.0158158,True
60,531,0.3,10,50,283.0,361.0,,0.0076482,0.0160662,True
60,531,0.3,10,50,258.0,404.0,,0.0069792,0.0201293,True
60,531,0.3,10,50,135.0,368.0,,0.0074936,0.0189056,True
60,531,0.3,10,50,339.0,436.0,,0.0077944,0.013756,True
60,531,0.3,10,50,219.0,403.0,,0.0075923,0.0204425,True
60,531,0.3,10,50,258.0,395.0,,0.0076622,0.0130443,True
60,531,0.3,10,50,151.0,533.0,,0.007472,0.0196659,True
60,531,0.3,10,50,184.0,336.0,,0.0060132,0.0118423,True
60,531,0.3,10,50,271.0,443.0,,0.0076295,0.0135343,True
60,708,0.4,1,5,64.0,61.0,,0.0057351,0.01788,False
60,708,0.4,1,5,55.0,54.0,,0.0051621,0.0143676,False
60,708,0.4,1,5,65.0,51.0,,0.0070294,0.013566,False
60,708,0.4,1,5,55.0,59.0,,0.0065331,0.012469,True
60,708,0.4,1,5,63.0,46.0,,0.0072171,0.0208507,False
60,708,0.4,1,5,51.0,53.0,,0.0070115,0.0117088,True
60,708,0.4,1,5,72.0,51.0,,0.0073761,0.0129008,False
60,708,0.4,1,5,55.0,53.0,,0.0050032,0.0103745,False
60,708,0.4,1,5,52.0,56.0,,0.0042159,0.0108355,True
60,708,0.4,1,5,54.0,60.0,,0.005983,0.0131898,True
60,708,0.4,1,5,50.0,53.0,,0.0071855,0.0118121,True
60,708,0.4,1,5,52.0,54.0,,0.0065637,0.0174606,True
60,708,0.4,1,5,68.0,49.0,,0.0057445,0.0158568,False
60,708,0.4,1,5,49.0,57.0,,0.0070659,0.0138028,True
60,708,0.4,1,5,35.0,66.0,,0.0071117,0.0158476,True
60,708,0.4,5,10,107.0,149.0,,0.007584,0.0202286,True
60,708,0.4,5,10,125.0,140.0,,0.0076207,0.0167631,True
60,708,0.4,5,10,120.0,123.0,,0.0060361,0.0143446,True
60,708,0.4,5,10,123.0,144.0,,0.0077759,0.0151562,True
60,708,0.4,5,10,123.0,142.0,,0.0077661,0.0142249,True
60,708,0.4,5,10,91.0,160.0,,0.0056699,0.0156234,True
60,708,0.4,5,10,123.0,132.0,,0.0083708,0.0152418,True
60,708,0.4,5,10,90.0,130.0,,0.0073958,0.0311536,True
60,708,0.4,5,10,103.0,139.0,,0.0058609,0.0146497,True
60,708,0.4,5,10,124.0,136.0,,0.0051414,0.0116999,True
60,708,0.4,5,10,137.0,137.0,,0.0056716,0.0141682,False
60,708,0.4,5,10,138.0,152.0,,0.0038379,0.0119518,True
60,708,0.4,5,10,139.0,141.0,,0.0063988,0.0124718,True
60,708,0.4,5,10,102.0,149.0,,0.0076439,0.0117689,True
60,708,0.4,5,10,96.0,155.0,,0.0053682,0.0113315,True
60,708,0.4,10,50,358.0,625.0,,0.0060579,0.0128113,True
60,708,0.4,10,50,381.0,435.0,,0.0040209,0.0123,True
60,708,0.4,10,50,304.0,484.0,,0.0058054,0.0134554,True
60,708,0.4,10,50,234.0,547.0,,0.0095852,0.024597,True
60,708,0.4,10,50,224.0,554.0,,0.004804,0.0300855,True
60,708,0.4,10,50,303.0,478.0,,0.0078574,0.0171533,True
60,708,0.4,10,50,487.0,531.0,,0.0102566,0.017797,True
60,708,0.4,10,50,389.0,476.0,,0.0084477,0.0148515,True
60,708,0.4,10,50,380.0,537.0,,0.0067028,0.0200125,True
60,708,0.4,10,50,408.0,537.0,,0.0053841,0.011066,True
60,708,0.4,10,50,403.0,535.0,,0.0096864,0.0189883,True
60,708,0.4,10,50,418.0,569.0,,0.0098208,0.0182256,True
60,708,0.4,10,50,286.0,519.0,,0.0097988,0.0171256,True
60,708,0.4,10,50,268.0,529.0,,0.0116619,0.0188212,True
60,708,0.4,10,50,395.0,449.0,,0.0107628,0.0184303,True
60,1062,0.6,1,5,85.0,76.0,,0.0095534,0.0197912,False
60,1062,0.6,1,5,97.0,76.0,,0.009966,0.0184719,False
60,1062,0.6,1,5,92.0,76.0,,0.0101516,0.0142915,False
60,1062,0.6,1,5,83.0,76.0,,0.0068512,0.0203041,False
60,1062,0.6,1,5,98.0,70.0,,0.0110141,0.0191959,False
60,1062,0.6,1,5,109.0,77.0,,0.0096931,0.0207534,False
60,1062,0.6,1,5,75.0,70.0,,0.0085284,0.0150216,False
60,1062,0.6,1,5,76.0,67.0,,0.0057675,0.0148232,False
60,1062,0.6,1,5,104.0,67.0,,0.0085523,0.0214456,False
60,1062,0.6,1,5,91.0,69.0,,0.0097558,0.0144908,False
60,1062,0.6,1,5,81.0,72.0,,0.006932,0.0248223,False
60,1062,0.6,1,5,96.0,67.0,,0.0111601,0.0215694,False
60,1062,0.6,1,5,70.0,75.0,,0.006703,0.0146679,True
60,1062,0.6,1,5,81.0,62.0,,0.0100112,0.0136935,False
60,1062,0.6,1,5,77.0,75.0,,0.0099029,0.0140866,False
60,1062,0.6,5,10,177.0,177.0,,0.0116331,0.021465,False
60,1062,0.6,5,10,174.0,154.0,,0.0050422,0.0147888,False
60,1062,0.6,5,10,184.0,193.0,,0.0111139,0.0212348,True
60,1062,0.6,5,10,177.0,174.0,,0.0109488,0.0239438,False
60,1062,0.6,5,10,163.0,167.0,,0.0084072,0.0166176,True
60,1062,0.6,5,10,176.0,166.0,,0.0090155,0.0184063,False
60,1062,0.6,5,10,200.0,183.0,,0.0118588,0.0152058,False
60,1062,0.6,5,10,166.0,176.0,,0.0095309,0.0238197,True
60,1062,0.6,5,10,175.0,171.0,,0.0087956,0.0180271,False
60,1062,0.6,5,10,186.0,167.0,,0.0095741,0.0181534,False
60,1062,0.6,5,10,166.0,174.0,,0.010853,0.0204042,True
60,1062,0.6,5,10,192.0,186.0,,0.0113979,0.0190038,False
60,1062,0.6,5,10,218.0,172.0,,0.0090395,0.0253895,False
60,1062,0.6,5,10,200.0,165.0,,0.011763,0.0324833,False
60,1062,0.6,5,10,150.0,168.0,,0.0088032,0.0249929,True
60,1062,0.6,10,50,545.0,697.0,,0.013902,0.024354,True
